schema_version,feature_id,airport_id,feature_type,status_raw,feature_name,access_mode,access_minutes,latitude_wgs84,longitude_wgs84,distance_km,walk_minutes,bicycle_minutes,car_minutes,recommended_mode,recommended_minutes,verified_target_name,source,data_checked_at
1.2,EDVI:lake,EDVI,lake,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDVI:mountain,EDVI,mountain,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDVI:wellness,EDVI,wellness,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDVK:techstop,EDVK,techstop,Ja,Technisch sehr zuverlässiger Mittelpunkt-Stopp.,,,,,,,,,,,Zentraler Deutschland-Knoten für lange Nord-Süd- und Ost-West-Strecken,https://www.kassel-airport.de/informationen-fuer-piloten/airport-informationen/,2026-08-03
1.2,EDVK:breakfast,EDVK,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDVK:city,EDVK,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDVK:beach,EDVK,beach,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDVK:lake,EDVK,lake,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDVK:mountain,EDVK,mountain,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDVK:wellness,EDVK,wellness,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDVM:techstop,EDVM,techstop,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDVM:breakfast,EDVM,breakfast,Ja,,,,,,,,,,,,,https://www.flugplatz-hildesheim.de/index.php?iCID=25,2026-08-03
1.2,EDVM:city,EDVM,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDVM:beach,EDVM,beach,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDVM:lake,EDVM,lake,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDVM:mountain,EDVM,mountain,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDVM:wellness,EDVM,wellness,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWC:techstop,EDWC,techstop,Ja,Einer der stärksten kompakten Tankstopps Deutschlands.,,,,,,,,,,,"Knoten zwischen Ruhrgebiet, Nordseeküste, Hannover und Hamburg",https://www.edwc.de/index.php/platzdaten,2026-08-03
1.2,EDWC:breakfast,EDWC,breakfast,Ja,,,,,,,,,,,,,https://www.dammer-berge.de/caf%C3%A9-tillias-fly-in/19341,2026-08-03
1.2,EDWC:city,EDWC,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDWC:beach,EDWC,beach,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWC:lake,EDWC,lake,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWC:mountain,EDWC,mountain,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWC:wellness,EDWC,wellness,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWF:techstop,EDWF,techstop,Ja,Herausragender Fuel-and-Food-Stop mit kurzen Wegen.,,,,,,,,,,,"Nordwest-Knoten für Niederlande, Nordsee und Norddeutschland",https://flugplatz-leer-papenburg.de/informationen/der-flugplatz-edwf-leer-papenburg/,2026-08-03
1.2,EDWF:breakfast,EDWF,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWF:city,EDWF,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDWF:beach,EDWF,beach,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWF:lake,EDWF,lake,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWF:mountain,EDWF,mountain,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWF:wellness,EDWF,wellness,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWG:techstop,EDWG,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EDWG:breakfast,EDWG,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWG:city,EDWG,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDWG:beach,EDWG,beach,Ja,Hauptstrand Wangerooge,Fahrrad,8,53.793935,7.90022,1.56,24,8,2,Fahrrad,8,Hauptstrand Wangerooge,https://www.wangerooge.de/,2026-08-02
1.2,EDWG:lake,EDWG,lake,Nein,,,,,,,,,,,,,https://www.wangerooge.de/,2026-08-02
1.2,EDWG:mountain,EDWG,mountain,Nein,,,,,,,,,,,,,https://www.wangerooge.de/,2026-08-02
1.2,EDWG:wellness,EDWG,wellness,Grenzfall,Meerwasser-Erlebnisbad Oase,Fahrrad,9,53.793675,7.894722,1.77,28,9,3,Fahrrad,9,Meerwasser-Erlebnisbad Oase,https://www.wangerooge.de/,2026-08-02
1.2,EDWI:techstop,EDWI,techstop,Ja,"Sehr guter Nordwest-Stopp, besonders wegen alkoholfreiem Super Plus.",,,,,,,,,,,Küsten- und Nordsee-Knoten mit Rotax-tauglicher Ottokraftstoffoption,https://www.edwi.info/flugplatz/oeffnungszeiten.html,2026-08-03
1.2,EDWI:breakfast,EDWI,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWI:city,EDWI,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDWI:beach,EDWI,beach,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWI:lake,EDWI,lake,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWI:mountain,EDWI,mountain,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWI:wellness,EDWI,wellness,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWJ:techstop,EDWJ,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EDWJ:breakfast,EDWJ,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWJ:city,EDWJ,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDWJ:beach,EDWJ,beach,Ja,Sandstrand Juist,Fahrrad,21,53.682111,6.993734,4.09,64,21,6,Fahrrad,21,Sandstrand Juist,https://www.juist.de/auf-der-insel/poi/detail/flugplatz-juist,2026-08-02
1.2,EDWJ:lake,EDWJ,lake,Nein,,,,,,,,,,,,,https://www.juist.de/auf-der-insel/poi/detail/flugplatz-juist,2026-08-02
1.2,EDWJ:mountain,EDWJ,mountain,Nein,,,,,,,,,,,,,https://www.juist.de/auf-der-insel/poi/detail/flugplatz-juist,2026-08-02
1.2,EDWJ:wellness,EDWJ,wellness,Ja,TöwerVital Juist,Fahrrad,20,53.679805,6.997219,3.86,60,20,6,Fahrrad,20,TöwerVital Juist,https://www.juist.de/auf-der-insel/poi/detail/flugplatz-juist,2026-08-02
1.2,EDWL:techstop,EDWL,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EDWL:breakfast,EDWL,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWL:city,EDWL,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDWL:beach,EDWL,beach,Ja,Hauptstrand Langeoog,Fahrrad,9,53.752028,7.47633,1.79,28,9,3,Fahrrad,9,Hauptstrand Langeoog,https://www.langeoog.de/,2026-08-02
1.2,EDWL:lake,EDWL,lake,Nein,,,,,,,,,,,,,https://www.langeoog.de/,2026-08-02
1.2,EDWL:mountain,EDWL,mountain,Nein,,,,,,,,,,,,,https://www.langeoog.de/,2026-08-02
1.2,EDWL:wellness,EDWL,wellness,Ja,Meerwasser-Erlebnisbad Langeoog,Fahrrad,8,53.750155,7.478816,1.54,24,8,2,Fahrrad,8,Meerwasser-Erlebnisbad Langeoog,https://www.langeoog.de/,2026-08-02
1.2,EDWR:techstop,EDWR,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EDWR:breakfast,EDWR,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWR:city,EDWR,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDWR:beach,EDWR,beach,Ja,Südstrand Borkum,Fahrrad,17,53.576437,6.670915,3.36,53,17,5,Fahrrad,17,Südstrand Borkum,https://www.borkum.de/,2026-08-02
1.2,EDWR:lake,EDWR,lake,Nein,,,,,,,,,,,,,https://www.borkum.de/,2026-08-02
1.2,EDWR:mountain,EDWR,mountain,Nein,,,,,,,,,,,,,https://www.borkum.de/,2026-08-02
1.2,EDWR:wellness,EDWR,wellness,Ja,Gezeitenland Borkum,Fahrrad,18,53.585401,6.658705,3.55,55,18,5,Fahrrad,18,Gezeitenland Borkum,https://www.borkum.de/,2026-08-02
1.2,EDWY:techstop,EDWY,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EDWY:breakfast,EDWY,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDWY:city,EDWY,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDWY:beach,EDWY,beach,Ja,Nordstrand Norderney,Fahrrad,26,53.71365,7.155378,4.97,78,26,8,Fahrrad,26,Nordstrand Norderney,https://www.norderney.de/,2026-08-02
1.2,EDWY:lake,EDWY,lake,Nein,,,,,,,,,,,,,https://www.norderney.de/,2026-08-02
1.2,EDWY:mountain,EDWY,mountain,Nein,,,,,,,,,,,,,https://www.norderney.de/,2026-08-02
1.2,EDWY:wellness,EDWY,wellness,Ja,bade:haus Norderney,Fahrrad,29,53.704337,7.144015,5.67,89,29,9,Fahrrad,29,bade:haus Norderney,https://www.norderney.de/,2026-08-02
1.2,EDXE:techstop,EDXE,techstop,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDXE:breakfast,EDXE,breakfast,Ja,,,,,,,,,,,,,https://gets-am-flugplatz.de/,2026-08-03
1.2,EDXE:city,EDXE,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDXE:beach,EDXE,beach,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDXE:lake,EDXE,lake,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDXE:mountain,EDXE,mountain,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDXE:wellness,EDXE,wellness,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDXH:techstop,EDXH,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EDXH:breakfast,EDXH,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDXH:city,EDXH,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDXH:beach,EDXH,beach,Ja,Nordstrand Helgoland-Düne,zu Fuß,7,54.188385,7.911298,0.45,7,2,1,zu Fuß,7,Nordstrand Helgoland-Düne,https://www.helgoland.de/,2026-08-02
1.2,EDXH:lake,EDXH,lake,Nein,,,,,,,,,,,,,https://www.helgoland.de/,2026-08-02
1.2,EDXH:mountain,EDXH,mountain,Nein,,,,,,,,,,,,,https://www.helgoland.de/,2026-08-02
1.2,EDXH:wellness,EDXH,wellness,Nein,,,,,,,,,,,,,https://www.helgoland.de/,2026-08-02
1.2,EDXO:techstop,EDXO,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EDXO:breakfast,EDXO,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDXO:city,EDXO,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDXO:beach,EDXO,beach,Ja,St. Peter-Ording-Strand,Fahrrad,35,54.332861,8.592411,6.68,104,35,10,Fahrrad,35,St. Peter-Ording-Strand,https://www.st-peter-ording.de/,2026-08-02
1.2,EDXO:lake,EDXO,lake,Nein,,,,,,,,,,,,,https://www.st-peter-ording.de/,2026-08-02
1.2,EDXO:mountain,EDXO,mountain,Nein,,,,,,,,,,,,,https://www.st-peter-ording.de/,2026-08-02
1.2,EDXO:wellness,EDXO,wellness,Ja,Dünen-Therme,Fahrrad,28,54.315745,8.60493,5.36,84,28,8,Fahrrad,28,Dünen-Therme,https://www.st-peter-ording.de/,2026-08-02
1.2,EDXW:techstop,EDXW,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EDXW:breakfast,EDXW,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDXW:city,EDXW,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDXW:beach,EDXW,beach,Ja,Hauptstrand Westerland,Fahrrad,14,54.908553,8.297828,2.78,43,14,4,Fahrrad,14,Hauptstrand Westerland,https://www.sylt.de/,2026-08-02
1.2,EDXW:lake,EDXW,lake,Nein,,,,,,,,,,,,,https://www.sylt.de/,2026-08-02
1.2,EDXW:mountain,EDXW,mountain,Nein,,,,,,,,,,,,,https://www.sylt.de/,2026-08-02
1.2,EDXW:wellness,EDXW,wellness,Ja,Syltness Center Westerland,Fahrrad,13,54.910459,8.30046,2.58,40,13,4,Fahrrad,13,Syltness Center Westerland,https://www.sylt.de/,2026-08-02
1.2,EDXY:techstop,EDXY,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EDXY:breakfast,EDXY,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EDXY:city,EDXY,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EDXY:beach,EDXY,beach,Ja,"Föhr Südstrand, Wyk",Fahrrad,8,54.679516,8.551572,1.59,25,8,2,Fahrrad,8,"Föhr Südstrand, Wyk",https://www.foehr.de/,2026-08-02
1.2,EDXY:lake,EDXY,lake,Nein,,,,,,,,,,,,,https://www.foehr.de/,2026-08-02
1.2,EDXY:mountain,EDXY,mountain,Nein,,,,,,,,,,,,,https://www.foehr.de/,2026-08-02
1.2,EDXY:wellness,EDXY,wellness,Ja,"AQUAFÖHR, Wyk",Fahrrad,13,54.683425,8.56718,2.48,39,13,4,Fahrrad,13,"AQUAFÖHR, Wyk",https://www.foehr.de/,2026-08-02
1.2,EGHC:techstop,EGHC,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EGHC:breakfast,EGHC,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EGHC:city,EGHC,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EGHC:beach,EGHC,beach,Ja,Sennen Cove,Fahrrad,17,50.079188,-5.697719,3.26,51,17,5,Fahrrad,17,Sennen Cove,https://www.visitcornwall.com/,2026-08-02
1.2,EGHC:lake,EGHC,lake,Nein,,,,,,,,,,,,,https://www.visitcornwall.com/,2026-08-02
1.2,EGHC:mountain,EGHC,mountain,Nein,,,,,,,,,,,,,https://www.visitcornwall.com/,2026-08-02
1.2,EGHC:wellness,EGHC,wellness,Nein,,,,,,,,,,,,,https://www.visitcornwall.com/,2026-08-02
1.2,EGHE:techstop,EGHE,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EGHE:breakfast,EGHE,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EGHE:city,EGHE,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EGHE:beach,EGHE,beach,Ja,Porthcressa Beach,Fahrrad,9,49.913172,-6.314695,1.65,26,9,3,Fahrrad,9,Porthcressa Beach,https://www.visitislesofscilly.com/,2026-08-02
1.2,EGHE:lake,EGHE,lake,Nein,,,,,,,,,,,,,https://www.visitislesofscilly.com/,2026-08-02
1.2,EGHE:mountain,EGHE,mountain,Nein,,,,,,,,,,,,,https://www.visitislesofscilly.com/,2026-08-02
1.2,EGHE:wellness,EGHE,wellness,Nein,,,,,,,,,,,,,https://www.visitislesofscilly.com/,2026-08-02
1.2,EGHN:techstop,EGHN,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EGHN:breakfast,EGHN,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EGHN:city,EGHN,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EGHN:beach,EGHN,beach,Ja,Sandown Beach,Fahrrad,10,50.652348,-1.155115,1.88,29,10,3,Fahrrad,10,Sandown Beach,https://www.visitisleofwight.co.uk/,2026-08-02
1.2,EGHN:lake,EGHN,lake,Nein,,,,,,,,,,,,,https://www.visitisleofwight.co.uk/,2026-08-02
1.2,EGHN:mountain,EGHN,mountain,Nein,,,,,,,,,,,,,https://www.visitisleofwight.co.uk/,2026-08-02
1.2,EGHN:wellness,EGHN,wellness,Nein,,,,,,,,,,,,,https://www.visitisleofwight.co.uk/,2026-08-02
1.2,EGHR:techstop,EGHR,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EGHR:breakfast,EGHR,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EGHR:city,EGHR,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EGHR:beach,EGHR,beach,Ja,West Wittering Beach,E-Roller,38,50.7822911,-0.8920664,12.66,,53,30,E-Roller,38,West Wittering Beach,https://www.westwitteringestate.co.uk/,2026-08-13
1.2,EGHR:lake,EGHR,lake,Nein,,,,,,,,,,,,,https://www.goodwood.com/,2026-08-02
1.2,EGHR:mountain,EGHR,mountain,Nein,,,,,,,,,,,,,https://www.goodwood.com/,2026-08-02
1.2,EGHR:wellness,EGHR,wellness,Grenzfall,Goodwood Health Club,Fahrrad,10,50.867408,-0.733678,2.01,31,10,3,Fahrrad,10,Goodwood Health Club,https://www.goodwood.com/,2026-08-02
1.2,EGJA:techstop,EGJA,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EGJA:breakfast,EGJA,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EGJA:city,EGJA,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EGJA:beach,EGJA,beach,Ja,"Braye Beach, Alderney",Fahrrad,11,49.722778,-2.200478,2.12,33,11,3,Fahrrad,11,"Braye Beach, Alderney",https://www.visitalderney.com/,2026-08-02
1.2,EGJA:lake,EGJA,lake,Nein,,,,,,,,,,,,,https://www.visitalderney.com/,2026-08-02
1.2,EGJA:mountain,EGJA,mountain,Nein,,,,,,,,,,,,,https://www.visitalderney.com/,2026-08-02
1.2,EGJA:wellness,EGJA,wellness,Nein,,,,,,,,,,,,,https://www.visitalderney.com/,2026-08-02
1.2,EGJB:techstop,EGJB,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EGJB:breakfast,EGJB,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EGJB:city,EGJB,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EGJB:beach,EGJB,beach,Ja,Petit Bot Bay,Fahrrad,9,49.425931,-2.581729,1.77,28,9,3,Fahrrad,9,Petit Bot Bay,https://www.visitguernsey.com/,2026-08-02
1.2,EGJB:lake,EGJB,lake,Nein,,,,,,,,,,,,,https://www.visitguernsey.com/,2026-08-02
1.2,EGJB:mountain,EGJB,mountain,Nein,,,,,,,,,,,,,https://www.visitguernsey.com/,2026-08-02
1.2,EGJB:wellness,EGJB,wellness,Nein,,,,,,,,,,,,,https://www.visitguernsey.com/,2026-08-02
1.2,EGJJ:techstop,EGJJ,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EGJJ:breakfast,EGJJ,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EGJJ:city,EGJJ,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EGJJ:beach,EGJJ,beach,Ja,St Ouen’s Bay,Fahrrad,22,49.233177,-2.239389,4.26,67,22,7,Fahrrad,22,St Ouen’s Bay,https://www.jersey.com/,2026-08-02
1.2,EGJJ:lake,EGJJ,lake,Nein,,,,,,,,,,,,,https://www.jersey.com/,2026-08-02
1.2,EGJJ:mountain,EGJJ,mountain,Nein,,,,,,,,,,,,,https://www.jersey.com/,2026-08-02
1.2,EGJJ:wellness,EGJJ,wellness,Grenzfall,"The Club Hotel & Spa, St Helier",Fahrrad,38,49.18152,-2.102398,7.36,115,38,11,Fahrrad,38,"The Club Hotel & Spa, St Helier",https://www.jersey.com/,2026-08-02
1.2,EGKA:techstop,EGKA,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EGKA:breakfast,EGKA,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EGKA:city,EGKA,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EGKA:beach,EGKA,beach,Ja,Lancing Beach,Fahrrad,14,50.819416,-0.3254,2.68,42,14,4,Fahrrad,14,Lancing Beach,https://www.visitbrighton.com/,2026-08-02
1.2,EGKA:lake,EGKA,lake,Nein,,,,,,,,,,,,,https://www.visitbrighton.com/,2026-08-02
1.2,EGKA:mountain,EGKA,mountain,Nein,,,,,,,,,,,,,https://www.visitbrighton.com/,2026-08-02
1.2,EGKA:wellness,EGKA,wellness,Nein,,,,,,,,,,,,,https://www.visitbrighton.com/,2026-08-02
1.2,EHAL:techstop,EHAL,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EHAL:breakfast,EHAL,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EHAL:city,EHAL,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EHAL:beach,EHAL,beach,Ja,Nordseestrand Ameland,Fahrrad,21,53.449616,5.61502,4.12,64,21,6,Fahrrad,21,Nordseestrand Ameland,https://www.vvvameland.nl/en/,2026-08-02
1.2,EHAL:lake,EHAL,lake,Nein,,,,,,,,,,,,,https://www.vvvameland.nl/en/,2026-08-02
1.2,EHAL:mountain,EHAL,mountain,Nein,,,,,,,,,,,,,https://www.vvvameland.nl/en/,2026-08-02
1.2,EHAL:wellness,EHAL,wellness,Grenzfall,"Amelander Kaap, Hollum",Fahrrad,13,53.447044,5.640145,2.51,39,13,4,Fahrrad,13,"Amelander Kaap, Hollum",https://www.vvvameland.nl/en/,2026-08-02
1.2,EHHV:techstop,EHHV,techstop,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EHHV:breakfast,EHHV,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EHHV:city,EHHV,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EHHV:beach,EHHV,beach,Nein,Strandjes an den Loosdrechtse Plassen,Taxi/Fahrrad,18,,,7,,,,Taxi/Fahrrad,18,Strandjes an den Loosdrechtse Plassen,https://www.visitgooivecht.nl/nl/ontdek-gooi-vecht/op-langs-het-water,2026-08-03
1.2,EHHV:lake,EHHV,lake,Ja,Loosdrechtse Plassen,Taxi/Fahrrad,15,,,6,,,,Taxi/Fahrrad,15,Loosdrechtse Plassen,https://www.visitgooivecht.nl/en/locations/4151684671/loosdrechtse-plassen,2026-08-03
1.2,EHHV:mountain,EHHV,mountain,Nein,,,,,,,,,,,,,https://www.visitgooivecht.nl/en/discover-gooi-vecht,2026-08-03
1.2,EHHV:wellness,EHHV,wellness,Nein,,,,,,,,,,,,,https://www.visitgooivecht.nl/en/discover-gooi-vecht,2026-08-03
1.2,EHLE:techstop,EHLE,techstop,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EHLE:breakfast,EHLE,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EHLE:city,EHLE,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EHLE:beach,EHLE,beach,Nein,Bataviastrand am Markermeer,Taxi/Auto,20,,,15,,,,Taxi/Auto,20,Bataviastrand am Markermeer,https://www.visitlelystad.nl/de/standorte/4205158778/strand-von-batavia,2026-08-03
1.2,EHLE:lake,EHLE,lake,Ja,Markermeer / Bataviahaven,Taxi/Auto,20,,,14,,,,Taxi/Auto,20,Markermeer / Bataviahaven,https://www.visitlelystad.nl/de/standorte/4205158778/strand-von-batavia,2026-08-03
1.2,EHLE:mountain,EHLE,mountain,Nein,,,,,,,,,,,,,https://www.visitlelystad.nl/en,2026-08-03
1.2,EHLE:wellness,EHLE,wellness,Nein,,,,,,,,,,,,,https://www.visitlelystad.nl/en,2026-08-03
1.2,EHMZ:techstop,EHMZ,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EHMZ:breakfast,EHMZ,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EHMZ:city,EHMZ,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EHMZ:beach,EHMZ,beach,Ja,Nollestrand Vlissingen,E-Roller,43,51.450667,3.551362,14.2,222,62,22,E-Roller,43,Nollestrand Vlissingen,https://www.zeeland.com/en/visit,2026-08-13
1.2,EHMZ:lake,EHMZ,lake,Ja,Veerse Meer bei Veere,Fahrrad,32,51.54795,3.663546,6.14,96,32,9,Fahrrad,32,Veerse Meer bei Veere,https://www.zeeland.com/en/visit,2026-08-02
1.2,EHMZ:mountain,EHMZ,mountain,Nein,,,,,,,,,,,,,https://www.zeeland.com/en/visit,2026-08-02
1.2,EHMZ:wellness,EHMZ,wellness,Nein,,,,,,,,,,,,,https://www.zeeland.com/en/visit,2026-08-02
1.2,EHTX:techstop,EHTX,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EHTX:breakfast,EHTX,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EHTX:city,EHTX,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EHTX:beach,EHTX,beach,Ja,Strand Paal 17 De Koog,Fahrrad,39,53.08086,4.736208,7.53,118,39,12,Fahrrad,39,Strand Paal 17 De Koog,https://www.texel.net/en/,2026-08-02
1.2,EHTX:lake,EHTX,lake,Nein,,,,,,,,,,,,,https://www.texel.net/en/,2026-08-02
1.2,EHTX:mountain,EHTX,mountain,Nein,,,,,,,,,,,,,https://www.texel.net/en/,2026-08-02
1.2,EHTX:wellness,EHTX,wellness,Nein,,,,,,,,,,,,,https://www.texel.net/en/,2026-08-02
1.2,EKAE:techstop,EKAE,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EKAE:breakfast,EKAE,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EKAE:city,EKAE,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EKAE:beach,EKAE,beach,Ja,"Vester Strand, Ærø",Fahrrad,22,54.885767,10.301196,4.33,68,22,7,Fahrrad,22,"Vester Strand, Ærø",https://www.visitaeroe.com/,2026-08-02
1.2,EKAE:lake,EKAE,lake,Nein,,,,,,,,,,,,,https://www.visitaeroe.com/,2026-08-02
1.2,EKAE:mountain,EKAE,mountain,Nein,,,,,,,,,,,,,https://www.visitaeroe.com/,2026-08-02
1.2,EKAE:wellness,EKAE,wellness,Nein,,,,,,,,,,,,,https://www.visitaeroe.com/,2026-08-02
1.2,EKRN:techstop,EKRN,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EKRN:breakfast,EKRN,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EKRN:city,EKRN,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EKRN:beach,EKRN,beach,Ja,"Arnager Beach, Bornholm",Fahrrad,9,55.052787,14.778596,1.69,26,9,3,Fahrrad,9,"Arnager Beach, Bornholm",https://bornholm.info/en/,2026-08-02
1.2,EKRN:lake,EKRN,lake,Nein,,,,,,,,,,,,,https://bornholm.info/en/,2026-08-02
1.2,EKRN:mountain,EKRN,mountain,Nein,,,,,,,,,,,,,https://bornholm.info/en/,2026-08-02
1.2,EKRN:wellness,EKRN,wellness,Nein,,,,,,,,,,,,,https://bornholm.info/en/,2026-08-02
1.2,EKSB:techstop,EKSB,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EKSB:breakfast,EKSB,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EKSB:city,EKSB,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EKSB:beach,EKSB,beach,Ja,Vemmingbund Strand,E-Roller,42,54.894798,9.702674,9.6,150,64,15,E-Roller,42,Vemmingbund Strand,https://www.visitsonderborg.com/,2026-08-13
1.2,EKSB:lake,EKSB,lake,Nein,,,,,,,,,,,,,https://www.visitsonderborg.com/,2026-08-02
1.2,EKSB:mountain,EKSB,mountain,Nein,,,,,,,,,,,,,https://www.visitsonderborg.com/,2026-08-02
