schema_version,airport_id,icao,airport_name,country_code,timezone_identifier,latitude_wgs84,longitude_wgs84,elevation_ft,distance_edfz_nm,reference_runway,runway_length_m,runway_width_m,runway_surface,grass_only_raw,runway_lda_m,airport_filter,ppr_status,ppr_ga_access,operating_notes,transfer_default,transfer_minutes,airport_note,verification_status,runway_confidence,data_conflict,runway_review_status,runway_review_note,infrastructure_note,source_airport,source_runway,source_coordinates,source_ppr,data_checked_at
1.2,EDVI,EDVI,Höxter-Holzminden,DE,Europe/Berlin,51.8063,9.3783,934,120,13/31,814,20,Asphalt,Nein,814,TechStop,PPR außerhalb Betriebszeiten,PPR außerhalb Betriebszeiten,,,,Sehr guter unkomplizierter Mittelgebirgs-Tankstopp. | 814-m-Bahn und reduzierte verfügbare Strecken je Richtung,TechStop-Vorauswahl – Detailprüfung folgt,vorläufig,TechStop – Detailprüfung ausstehend,nicht geprüft,Pistenwert aus TechStop-Vorauswahl übernommen; AIP-Abgleich folgt.,Ja – AVGAS 100LL | Ja – Super Plus 98 | Café am Räuschenberg,https://www.flugplatz-hx.de/index.php/flugplatz/daten,https://www.flugplatz-hx.de/index.php/flugplatz/daten,ARP aus publizierter Luftfahrtdatenquelle – vor Publikation gegen AIP prüfen,https://www.flugplatz-hx.de/index.php/flugplatz/daten,2026-08-03
1.2,EDVK,EDVK,Kassel Airport,DE,Europe/Berlin,51.4208,9.3922,860,99,09/27,2500,45,Asphalt,Nein,2500,TechStop,Prüfen,Prüfen,,,,Technisch sehr zuverlässiger Mittelpunkt-Stopp. | Längere Wege und formellerer Ablauf; Preis vorab prüfen,TechStop-Vorauswahl – Detailprüfung folgt,vorläufig,TechStop – Detailprüfung ausstehend,nicht geprüft,Pistenwert aus TechStop-Vorauswahl übernommen; AIP-Abgleich folgt.,Ja – AVGAS | Nein/nicht bestätigt | GAT-Kaffeeautomat / Up & Away,https://www.kassel-airport.de/informationen-fuer-piloten/airport-informationen/,https://www.kassel-airport.de/informationen-fuer-piloten/airport-informationen/,ARP aus publizierter Luftfahrtdatenquelle – vor Publikation gegen AIP prüfen,https://www.kassel-airport.de/informationen-fuer-piloten/airport-informationen/,2026-08-03
1.2,EDVM,EDVM,Hildesheim,DE,Europe/Berlin,52.179819,9.945803,293,149,07/25,1220,23,Asphalt,Nein,1220,Frühstück,PPR außerhalb Betriebszeiten,NORDO PPR; außerhalb der veröffentlichten Zeiten PPR,,,,Towerblick öffnet morgens; Frühstücksangebot und Uhrzeit vor Abflug bestätigen.,Restaurantöffnung verifiziert; Frühstücksdetail vorab bestätigen,hoch,,bestätigt,"Asphaltpiste 07/25, 1220 x 23 m, als Referenz.",Towerblick Airport Restaurant direkt am Platz.,https://www.flugplatz-hildesheim.de/index.php?iCID=1,https://www.flugplatz-hildesheim.de/index.php?iCID=1,"OurAirports-Datensatz, Stand 2026-08-03; vor Publikation gegen AIP prüfen",https://www.flugplatz-hildesheim.de/index.php?iCID=1,2026-08-03
1.2,EDWC,EDWC,Damme,DE,Europe/Berlin,52.4875,8.186,151,151,10/28,700,20,Asphalt,Nein,700,TechStop,PPR außerhalb Betriebszeiten,PPR außerhalb Betriebszeiten,,,,Einer der stärksten kompakten Tankstopps Deutschlands. | 700-m-Bahn und Fallschirmsprungbetrieb; Leistungsrechnung erforderlich,TechStop-Vorauswahl – Detailprüfung folgt,vorläufig,TechStop – Detailprüfung ausstehend,nicht geprüft,Pistenwert aus TechStop-Vorauswahl übernommen; AIP-Abgleich folgt.,Ja – AVGAS 100LL | Ja – Super Plus | Tillia’s Fly In,https://www.edwc.de/index.php/platzdaten,https://www.edwc.de/index.php/platzdaten,ARP aus publizierter Luftfahrtdatenquelle – vor Publikation gegen AIP prüfen,https://www.edwc.de/index.php/platzdaten,2026-08-03
1.2,EDWF,EDWF,Leer-Papenburg,DE,Europe/Berlin,53.2717,7.4423,3,200,08/26,1200,20,Asphalt,Nein,1200,TechStop,PPR außerhalb Betriebszeiten,PPR außerhalb Betriebszeiten,,,,Herausragender Fuel-and-Food-Stop mit kurzen Wegen. | Keine relevanten systematischen Nachteile; Kraftstoffbestand und Tagesstatus prüfen,TechStop-Vorauswahl – Detailprüfung folgt,vorläufig,TechStop – Detailprüfung ausstehend,nicht geprüft,Pistenwert aus TechStop-Vorauswahl übernommen; AIP-Abgleich folgt.,Ja – AVGAS 100LL | Ja – Super 95 | Flugplatzrestaurant Leer,https://flugplatz-leer-papenburg.de/informationen/der-flugplatz-edwf-leer-papenburg/,https://flugplatz-leer-papenburg.de/informationen/der-flugplatz-edwf-leer-papenburg/,ARP aus publizierter Luftfahrtdatenquelle – vor Publikation gegen AIP prüfen,https://flugplatz-leer-papenburg.de/informationen/der-flugplatz-edwf-leer-papenburg/,2026-08-03
1.2,EDWG,EDWG,Wangerooge,DE,Europe/Berlin,53.7825,7.9139,7,229,09/27,850,20,Asphalt,Nein,850,aktiv – Qualitätsliste,Prüfen,offen,,Fahrrad in der Umgebung,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,,bestätigt,"RWY 09/27 850 x 20 m Asphalt bestätigt. FEHLT: Zweitbahn 01/19 500 x 30 m Gras, nur PPR.",,https://www.flugplatz-wangerooge.de/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://www.edwg.de/piloten-infos/,2026-08-02
1.2,EDWI,EDWI,JadeWeserAirport,DE,Europe/Berlin,53.5048,8.0533,19,212,02/20,1459,30,Asphalt,Nein,1459,TechStop,PPR außerhalb Betriebszeiten,PPR außerhalb Betriebszeiten,,,,"Sehr guter Nordwest-Stopp, besonders wegen alkoholfreiem Super Plus. | Restaurant montags geschlossen; genaue Pistenverfügbarkeit prüfen",TechStop-Vorauswahl – Detailprüfung folgt,vorläufig,TechStop – Detailprüfung ausstehend,nicht geprüft,Pistenwert aus TechStop-Vorauswahl übernommen; AIP-Abgleich folgt.,Ja – AVGAS 100LL | Ja – alkoholfreies Super Plus | Flugplatzgastronomie,https://www.edwi.info/flugplatz/oeffnungszeiten.html,https://www.edwi.info/flugplatz/oeffnungszeiten.html,ARP aus publizierter Luftfahrtdatenquelle – vor Publikation gegen AIP prüfen,https://www.edwi.info/flugplatz/oeffnungszeiten.html,2026-08-03
1.2,EDWJ,EDWJ,Juist,DE,Europe/Berlin,53.6811,7.0558,8,227,07/25,700,20,Betonsteinpflaster,Nein,700,aktiv – Qualitätsliste,Prüfen,offen,,Fahrrad direkt,,Vor Anflug Öffnung und Fahrradbestand unbedingt bestätigen.,teilweise verifiziert,hoch,,nicht geprüft,,"Fahrrad bestätigt: Vermietung am Tower, 10 €/Tag.",https://www.flugplatz-juist.de/,https://www.edwj.de/aerodrom-infos/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://www.edwj.de/piloteninfos/,2026-08-02
1.2,EDWL,EDWL,Langeoog,DE,Europe/Berlin,53.7425,7.4983,7,228,05/23,600,15,Betonstein,Nein,600,Passt,Prüfen,Prüfen,,Inselbahn / zu Fuß,10,600 m Betonsteine; kein Tankstopp,Teilweise verifiziert,hoch,,nicht geprüft,,,https://www.flugplatz-langeoog.de/,https://www.flugplatz-langeoog.de/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,EDWR,EDWR,Borkum,DE,Europe/Berlin,53.5964,6.7092,3,224,13/31,1000,20,Asphalt,Nein,1000,aktiv – Qualitätsliste,PPR außerhalb Betriebszeiten,offen,,Fahrrad direkt,,"Fahrradstatus vorab bestätigen, da Quellen älter als Restaurantmeldung.",teilweise verifiziert,mittel,,nicht geprüft,,,https://www.flugplatz-borkum.de/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://www.flugberechnung.de/Airport-BMK_Flugplatz-Borkum,2026-08-02
1.2,EDWY,EDWY,Norderney,DE,Europe/Berlin,53.7069,7.23,6,227,08/26,1000,20,Asphalt,Nein,1000,aktiv – Qualitätsliste,PPR außerhalb Betriebszeiten,offen,,Fahrrad direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,,nicht geprüft,,,https://www.flugplatz-norderney.de/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://flughafen-norderney.de/service/gebuehren/,2026-08-02
1.2,EDXE,EDXE,Rheine-Eschendorf,DE,Europe/Berlin,52.276389,7.492778,131,141,10/28,920,30,Gras,Ja,633,TechStop,PPR außerhalb Betriebszeiten; Winter PPR,OPS/PPR Tel. (05971) 70530,"SUM Di–Fr 1100–1700 UTC; Sa, So, HOL 0800–1700 UTC; O/T PPR. WIN PPR.",,0,Technischer Zwischenstopp mit 100LL und bleifreiem Super Plus; Segelflug- und Fallschirmsprungbetrieb beachten.,AIP-/Betreiberdaten geprüft,hoch,,bestätigt,RWY 10/28 920 x 30 m Gras; TORA/LDA 633 m.,100LL und Super Plus bleifrei/unleaded; GETS Restaurant direkt am Platz.,https://edxe.de/hp/flugplatz/informationen-fuer-piloten,https://edxe.de/hp/flugplatz/informationen-fuer-piloten,https://edxe.de/hp/flugplatz/informationen-fuer-piloten,https://edxe.de/hp/flugplatz/informationen-fuer-piloten,2026-08-13
1.2,EDXH,EDXH,Helgoland / Düne,DE,Europe/Berlin,54.1853,7.9158,8,254,15/33,480,30,Beton,Nein,480,aktiv – Qualitätsliste,Nein,offen,,Taxi/ÖPNV/Transfer prüfen,,Für Düne/Helgoland ist Fußweg bzw. Fähre maßgeblich.,teilweise verifiziert,hoch,"Belag: Quelle nennt Asphalt, Tabelle ""Beton"". Zugang ab 100 h PIC.",strittig,"Quelle nennt 480 m ASPHALT, Tabelle führt Beton. Ungeklärt.",Fahrrad KORRIGIERT auf Nein – auf dem Archipel verboten.,https://www.flugplatz-helgoland.de/,https://www.edxh.de/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://www.flugplatz-helgoland.de/startseite,2026-08-02
1.2,EDXO,EDXO,St. Peter-Ording,DE,Europe/Berlin,54.3086,8.6867,5,262,07/25,670,30,Asphalt,Nein,670,aktiv – Qualitätsliste,PPR außerhalb Betriebszeiten,offen,,Fahrrad direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,,strittig,"Betreiber nennt BETON 670 x 30 m, Tabelle führt Asphalt. Ungeklärt.",,https://www.flugplatz-st-peter-ording.de/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://www.flugplatz-st-peter-ording.de/tanken/,2026-08-02
1.2,EDXW,EDXW,Sylt,DE,Europe/Berlin,54.9132,8.3405,52,297,14/32,2120,45,Beton,Nein,2120,aktiv – Qualitätsliste,PPR außerhalb Betriebszeiten,offen,,Fahrrad direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,,nicht geprüft,,,https://www.sylt.de/en/poi/flughafen-sylt,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://www.flughafen-sylt.de/piloten/services,2026-08-02
1.2,EDXY,EDXY,Wyk auf Föhr,DE,Europe/Berlin,54.6847,8.5286,26,284,02/20,660,40,Gras,Ja,660,aktiv – Qualitätsliste,Prüfen,offen,,Fahrrad in der Umgebung,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,,bestätigt,RWY 02/20 660 m Gras bestätigt. FEHLT: Zweitbahn 09/27 605 m Gras.,,https://www.flugplatz-wyk.de/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://de.wikipedia.org/wiki/Flugplatz_Wyk,2026-08-02
1.2,EGHC,EGHC,Land’s End / Cornwall,GB,Europe/London,50.1028,-5.6706,398,534,16/34,784,18,Asphalt,Nein,784,aktiv – Qualitätsliste,PPR,offen,,Taxi/ÖPNV/Transfer prüfen,,"POE: Ja (UK approved/regulated aerodrome; GAR und Betreiberfreigabe für internationale GA-Flüge erforderlich). Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.",redaktionell geprüft,hoch,AVGAS Selbstbedienung; alle Bewegungen strikt PPR,nicht geprüft,,,https://www.landsendairport.co.uk/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",landsendairport.co.uk/flyscilly + landsendairport.co.uk/visiting-pilots (Betreiberseite),2026-08-15
1.2,EGHE,EGHE,St Mary’s / Isles of Scilly,GB,Europe/London,49.9133,-6.2917,121,559,14/32,694,23,Asphalt,Nein,694,aktiv – Qualitätsliste,PPR,offen,,Fahrrad in der Umgebung,,"POE: Ja (UK approved/regulated aerodrome; GAR und Betreiberfreigabe für internationale GA-Flüge erforderlich). Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.",redaktionell geprüft,hoch,KEIN Kraftstoff; sonntags weder An- noch Abflüge,korrigiert,VIER Pisten: 09/27 522 x 18 m und 14/32 695 x 23 m. Tabelle führte nur 694 m. Ausgeprägte Neigungen und Kuppen.,,https://www.scilly.gov.uk/environment-transport/airport,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",scilly.gov.uk/general-aviation-ppr + airfield.directory + openAIP + peter2000 (vier Quellen),2026-08-15
1.2,EGHN,EGHN,Sandown / Isle of Wight,GB,Europe/London,50.6531,-1.1817,55,361,05/23,884,40,Gras,Ja,884,aktiv – Qualitätsliste A+,PPR saisonal,Sommer meist kein PPR; Winter/bei weichem Platz Zustand/PPR vorher prüfen.,POE: Ja (approved/regulated; GAR/Flightplan bei internationalem Flug). Betriebsstatus saisonal und vor Flug prüfen.,Zu Fuß/Taxi,15,Sehr GA-freundliches Inselziel; Sandown Beach/Sandown Bay gut erreichbar. Bei nassem Wetter Graszustand prüfen.,redaktionell geprüft,hoch,,bestätigt,05/23 884 x 40 m Gras bestätigt.,AVGAS 100LL; Airfield-Café/Bistro; Overnight/Camping möglich.,https://www.eghn.org.uk/pilots,https://www.eghn.org.uk/pilots,Betreiber/AIP-Daten redaktionell geprüft,https://www.eghn.org.uk/pilots,2026-08-13
1.2,EGHR,EGHR,Goodwood / Chichester,GB,Europe/London,50.8592,-0.7592,111,346,14/32,1262,31,Gras,Ja,1262,aktiv – Qualitätsliste A,PPR,PPR über Goodwood Air Traffic erforderlich.,POE: Ja (approved/regulated; Overseas Arrivals/Departures nach GAR-Verfahren). 29.03.–24.10. 09:00–18:00 LT; Winter kürzer. Event-AIC/NOTAM beachten.,Taxi/Auto,10,"All-grass; Goodwood Estate/Motor Circuit, Chichester und South Downs. Keine Runway-Beleuchtung.",redaktionell geprüft,hoch,,korrigiert,"DREI Grasbahnen: 06/24, 10/28, 14/32. Tabelle führt nur 14/32.",AVGAS 100LL; FIS; begrenztes Apron-Parking.,https://www.goodwood.com/flying/pilot-information/,https://www.goodwood.com/flying/pilot-information/aerodrome-information/,"UK AIP / Betreiberangaben, redaktionell geprüft",https://www.goodwood.com/flying/pilot-information/,2026-08-13
1.2,EGJA,EGJA,Alderney,GG,Europe/Guernsey,49.7061,-2.2147,290,401,08/26,877,18,Asphalt,Nein,877,Passt,Prüfen,Prüfen,,Taxi/Bus/zu Fuß,10,GAR und Einreiseformalitäten; UK-Ortszeit beachten,Teilweise verifiziert,mittel,"KORREKTUR: AVGAS war ""Ja"" – Betreiber sagt kein AVGAS",nicht geprüft,,,https://www.alderneyairport.com/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",flyalderney.com/pilot-info (Betreiberseite),2026-08-02
1.2,EGJB,EGJB,Guernsey / St. Peter Port,GG,Europe/Guernsey,49.435,-2.6019,336,419,09/27,1583,45,Asphalt,Nein,1583,aktiv – Qualitätsliste,Prüfen,offen,,Mietwagen direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,AVGAS vorhanden; Release von Guernsey APP nötig,nicht geprüft,,,https://www.airport.gg/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",flyalderney.com/pilot-info + en.wikipedia (zwei Quellen),2026-08-02
1.2,EGJJ,EGJJ,Jersey,JE,Europe/Jersey,49.2079,-2.1953,277,406,08/26,1705,45,Asphalt,Nein,1705,aktiv – Qualitätsliste,Prüfen,offen,,Mietwagen direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,Verschärfte VMC-Minima in der CICZ – keine UK-Erleichterung,nicht geprüft,,,https://www.jerseyairport.com/airport/facilities/eating-shopping/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",flyalderney.com/pilot-info + IVAO Channel Islands + en.wikipedia (drei Quellen),2026-08-02
1.2,EGKA,EGKA,Shoreham / Brighton,GB,Europe/London,50.8356,-0.2972,7,328,02/20,1032,18,Asphalt,Nein,1032,aktiv – Qualitätsliste A+,PPR,PPR für alle Visiting Aircraft; online möglich.,"POE: Ja (Customs & Excise designated). Mo–Fr 08:00–20:00, Sa 09:00–20:00, So 09:00–19:00 LT; Nov–Feb ggf. 18:00 Schließung ohne geplante Movements. Aktuell prüfen.",Zu Fuß/Zug/Bus/Taxi,20,"RNP nach PPR. Shoreham Station ca. 20 min zu Fuß; Brighton, Küste und South Downs gut erreichbar.",redaktionell geprüft,hoch,,nicht geprüft,,AVGAS 100LL; Hummingbird Restaurant; Tagesparken in Landing Fee.,https://flybrighton.com/pilot-info/airfield-data/,https://flybrighton.com/pilot-info/airfield-data/,"UK AIP / Betreiberangaben, redaktionell geprüft",https://flybrighton.com/pilot-info/ppr/,2026-08-13
1.2,EHAL,EHAL,Ameland,NL,Europe/Amsterdam,53.4517,5.6772,11,229,08/26,800,25,Gras,Ja,800,Mit Vorbehalt,PPR saisonal,PPR saisonal,,Taxi / Fahrradlieferung,15,Saisonal; Gras und Bodenzustand entscheidend | Direkte Räder sind begrenzt; Alternative vorab reservieren.,Teilweise verifiziert,hoch,,nicht geprüft,,,https://www.ehal.nl/,https://www.ehal.nl/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,EHHV,EHHV,Hilversum,NL,Europe/Amsterdam,52.191944,5.146944,3,175,18/36,700,25,Gras,Ja,700,Passt mit Grasbahn,Koordination mit Flugplatz erforderlich; außerhalb Betriebszeiten 24 h PPR,Ohne Funk PPR; Helikopter über 6000 kg PPR,,Taxi auf Anfrage / Fahrrad für Loosdrecht,15,"Drei Grasbahnen: 07/25 600 x 25 m, 12/30 660 x 25 m, 18/36 700 x 25 m. Bahnzustand, Wind, Segelflug/Windenstart und Fallschirmsprungbetrieb vor Anflug prüfen.",redaktionell geprüft,hoch,,bestätigt,AIP 2026: längste RWY 18/36 700 x 25 m Gras.,"AVGAS 100LL und Mogas Euro 98; Flugplatzrestaurant direkt am Platz; Taxi auf Anfrage.",https://eaip.lvnl.nl/web/eaip/AIRAC%20AMDT%2006-2026_2026_06_11/eAIP/EH-AD%202%20EHHV%201-en-GB.html,https://eaip.lvnl.nl/web/eaip/AIRAC%20AMDT%2006-2026_2026_06_11/eAIP/EH-AD%202%20EHHV%201-en-GB.html,https://eaip.lvnl.nl/web/eaip/AIRAC%20AMDT%2006-2026_2026_06_11/eAIP/EH-AD%202%20EHHV%201-en-GB.html,https://eaip.lvnl.nl/web/eaip/AIRAC%20AMDT%2006-2026_2026_06_11/eAIP/EH-AD%202%20EHHV%201-en-GB.html,2026-08-03
1.2,EHLE,EHLE,Lelystad,NL,Europe/Amsterdam,52.453333,5.513889,-12,179,05/23,2700,45,Asphalt,Nein,2100,Passt mit kontrolliertem Luftraum,Kein allgemeines PPR für normalen VFR-GA-Betrieb,"PPR ab 24 m Spannweite, ab 100 t MTOM sowie IFR 24 h PPR",,zu Fuß zum Aviodrome / Taxi oder Mietwagen für Stadt und Markermeer,5,"IFR/VFR-Flugplatz. RWY 05/23 physisch 2700 m, LDA 2100 m wegen versetzter Schwellen/Bahnenden.",redaktionell geprüft,hoch,Physische Bahnlänge 2700 m; erklärte Strecken deutlich kürzer,bestätigt,"AIP: 2700 x 45 m, LDA 2100 m.","AVGAS 100LL und AVGAS UL94 im Self-Service; Aviodrome direkt am Platz; Mietwagen/Bus/Taxi begrenzt bzw. O/R.",https://eaip.lvnl.nl/web/eaip/AIRAC%20AMDT%2004-2026_2026_04_16/eAIP/EH-AD%202%20EHLE%201-en-GB.html,https://eaip.lvnl.nl/web/eaip/AIRAC%20AMDT%2004-2026_2026_04_16/eAIP/EH-AD%202%20EHLE%201-en-GB.html,https://eaip.lvnl.nl/web/eaip/AIRAC%20AMDT%2004-2026_2026_04_16/eAIP/EH-AD%202%20EHLE%201-en-GB.html,https://eaip.lvnl.nl/web/eaip/AIRAC%20AMDT%2004-2026_2026_04_16/eAIP/EH-AD%202%20EHLE%201-en-GB.html,2026-08-03
1.2,EHMZ,EHMZ,Midden-Zeeland / Veerse Meer,NL,Europe/Amsterdam,51.5122,3.7311,6,192,09/27,1000,30,Gras,Ja,1000,Passt,Nein,Nein,,Fahrrad/Mietwagen direkt,0,Freundlicher GA-Platz; Grasstatus prüfen | Strand & Meer ist auf Nutzerentscheidung auf Ja gesetzt.,Verifiziert,hoch,,nicht geprüft,,,https://www.vliegveldzeeland.nl/en/,https://www.vliegveldzeeland.nl/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,EHTX,EHTX,Texel,NL,Europe/Amsterdam,53.1147,4.8339,2,226,03/21,1109,40,Gras,Ja,1109,Passt,offen,außerhalb Zeiten,,Fahrrad direkt,0,Aktuell TerraGrid-Hauptbahn; sehr GA-freundlich | Reservierung von E-Bikes sinnvoll.,Teilweise verifiziert,hoch,,nicht geprüft,,,https://texelairport.nl/,https://texelairport.nl/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,EKAE,EKAE,Ærø,DK,Europe/Copenhagen,54.8536,10.3392,-3,305,15/33,789,30,Gras,Ja,789,Passt,PPR,PPR,,Taxi / Hoteltransfer,15,"Kein Tankstopp; Wind- und Bodenzustand prüfen | Lokale Fahrrad- oder Autolieferung könnte möglich sein, ist aber nicht belastbar bestätigt.",Verifiziert,hoch,,nicht geprüft,,,https://www.aeroe-flyveplads.dk/,https://www.aeroe-flyveplads.dk/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,EKRN,EKRN,Bornholm,DK,Europe/Copenhagen,55.0633,14.7595,52,389,11/29,2002,45,Asphalt,Nein,2002,Passt,Nein,Nein,,Mietwagen/Bus,25,Offizieller Regionalairport; faire Startgebühr,Verifiziert,hoch,,nicht geprüft,,,https://www.en.bornholms-lufthavn.dk/,https://www.en.bornholms-lufthavn.dk/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,EKSB,EKSB,Sønderborg / Als,DK,Europe/Copenhagen,54.9644,9.7917,24,306,14/32,1795,30,Asphalt,Nein,1795,Passt,Nein,Nein,,Bus/Taxi/Mietwagen,20,Professionell; Treibstoffstatus vorab bestätigen,Teilweise verifiziert,hoch,,nicht geprüft,,,https://sonderborg-lufthavn.dk/en/,https://sonderborg-lufthavn.dk/en/pilotinfo/operational-information/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,EKSS,EKSS,Samsø,DK,Europe/Copenhagen,55.8892,10.6139,0,367,10/28,695,30,Gras,Ja,695,Passt,PPR,PPR,,Taxi / Bike vorbestellen,15,Graspiste; Logistik und Pistenstatus vorher klären | Für direkte Übergabe am Flugplatz ist Vorbestätigung erforderlich.,Verifiziert,hoch,,nicht geprüft,,,https://www.samsoflyveklub.dk/,https://www.samsoflyveklub.dk/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,EKVJ,EKVJ,Hvide Sande / Ringkøbing,DK,Europe/Copenhagen,55.9903,8.3539,17,362,09/27,1450,30,Asphalt,Nein,1450,Passt,Nein,Nein,,Mietwagen/Taxi,35,GA-tauglich; Fahrzeug vorbestellen | Die kostenlosen Fahrräder sind ein starkes Flybook-Merkmal.,Verifiziert,hoch,,nicht geprüft,,,https://www.ekvj.dk/,https://www.ekvj.dk/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,EPJA,EPJA,Jastarnia / Halbinsel Hel,PL,Europe/Warsaw,54.6981,18.6717,3,480,12/30,600,30,Gras,Ja,600,aktiv – Qualitätsliste,offen,offen,,Fahrrad in der Umgebung,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,,nicht geprüft,,,https://www.lotniska.dlapilota.pl/jastarnia,https://www.lotniska.dlapilota.pl/zezwolenia-permisions/pnr,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,ESMH,ESMH,Höganäs / Kullen,SE,Europe/Stockholm,56.2078,12.5789,21,408,14/32,800,50,Gras,Ja,800,aktiv – Qualitätsliste,offen,offen,,Taxi/ÖPNV/Transfer prüfen,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,,korrigiert,ZWEI Pisten: 06/24 und 14/32. Tabelle führt nur 14/32.,,https://ksak.se/flygfisk-pa-esmh-i-hoganas-7-juli-2026/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,ETSI,ETSI,Ingolstadt-Manching,DE,Europe/Berlin,48.7157,11.5337,1203,152,07R/25L,2940,60,Beton/Asphalt,Nein,2940,TechStop,PPR,PPR,Freitags regelmäßig eingeschränkter ziviler Regelbetrieb; zivile Abfertigung vorab organisieren.,,,"Technisch exzellent, aber zeitlich weniger flexibel. | Werktagsorientierte Kernzeiten und mögliche PPR-Mindestkosten",TechStop-Vorauswahl – Detailprüfung folgt,vorläufig,TechStop – Detailprüfung ausstehend,nicht geprüft,Pistenwert aus TechStop-Vorauswahl übernommen; AIP-Abgleich folgt.,Ja – AVGAS | Nicht bestätigt | Caffè Blu / Catering,https://www.etsi-airport.de/,https://www.etsi-airport.de/,ARP aus publizierter Luftfahrtdatenquelle – vor Publikation gegen AIP prüfen,https://www.etsi-airport.de/,2026-08-03
1.2,LDLO,LDLO,Mali Lošinj,HR,Europe/Zagreb,44.5658,14.4711,154,412,02/20,900,30,Asphalt,Nein,900,Passt,PPR,PPR,,Taxi/Shuttle,15,"Lange Anreise; Transfer und PPR vorbestellen | PPR, Parkplatzbestätigung und aktuelle Gebühren anzeigen. | PPR und Parkplatz möglichst früh bestätigen. Handling ist inzwischen verpflichtend; Pilotenberichte nennen steigende, aber für einen Urlaubsaufenthalt noch vertretbare Kosten.",Verifiziert,hoch,,nicht geprüft,,,https://www.airportmalilosinj.hr/,https://www.airportmalilosinj.hr/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
